==================== AXHL REGULAR SEASON SCHEDULE - Created by Dakota ====================
Seed: 413860169832009512
 
"(HOME) W-Conf, C-Div, St.Louis Blues VS (AWAY) E-Conf, M-Div, Detroit Red Wings -> 2024-07-07, 9:55PM EST"
"(HOME) W-Conf, P-Div, Vegas Golden Knights VS (AWAY) W-Conf, P-Div, San Jose Sharks -> 2024-07-31, 10:35PM EST"
"(HOME) E-Conf, A-Div, Toronto Maple Leafs VS (AWAY) E-Conf, A-Div, Montreal Canadiens -> 2024-07-31, 10:35PM EST"
"(HOME) W-Conf, C-Div, Atlanta Flames VS (AWAY) E-Conf, A-Div, New Jersey Devils -> 2024-07-31, 10:35PM EST"
"(HOME) W-Conf, P-Div, Colorado Avalanche VS (AWAY) W-Conf, C-Div, Dallas Stars -> 2024-07-31, 10:35PM EST"
"(HOME) W-Conf, C-Div, Toledo Walleye VS (AWAY) W-Conf, C-Div, Fort Wayne Komets -> 2024-07-31, 10:35PM EST"
"(HOME) E-Conf, M-Div, Detroit Red Wings VS (AWAY) E-Conf, M-Div, Columbus Blue Jackets -> 2024-07-31, 10:35PM EST"
"(HOME) W-Conf, C-Div, Chicago Blackhawks VS (AWAY) W-Conf, P-Div, Utah Grizzlies -> 2024-07-31, 10:35PM EST"
"(HOME) E-Conf, M-Div, London Knights VS (AWAY) W-Conf, C-Div, Winnipeg Jets -> 2024-07-31, 10:35PM EST"
"(HOME) W-Conf, C-Div, Iowa Heartlanders VS (AWAY) E-Conf, M-Div, Tampa Bay Lightning -> 2024-07-31, 10:35PM EST"
"(HOME) E-Conf, A-Div, Boston Bruins VS (AWAY) E-Conf, M-Div, Brantford Bulldogs -> 2024-07-31, 10:35PM EST"
"(HOME) W-Conf, P-Div, Calgary Flames VS (AWAY) E-Conf, A-Div, Quebec Nordiques -> 2024-07-31, 10:35PM EST"
"(HOME) E-Conf, M-Div, Savannah Ghost Pirates VS (AWAY) W-Conf, P-Div, Vancouver Canucks -> 2024-07-31, 10:35PM EST"
 
====================================================================================================
 
"(HOME) E-Conf, M-Div, Detroit Red Wings VS (AWAY) E-Conf, M-Div, London Knights -> 2024-08-01, 9:55PM EST"
"(HOME) E-Conf, M-Div, Savannah Ghost Pirates VS (AWAY) E-Conf, A-Div, Montreal Canadiens -> 2024-08-01, 9:55PM EST"
"(HOME) E-Conf, M-Div, Tampa Bay Lightning VS (AWAY) W-Conf, P-Div, Ontario Reign -> 2024-08-01, 9:55PM EST"
"(HOME) E-Conf, A-Div, Niagara Icedogs VS (AWAY) E-Conf, A-Div, Toronto Maple Leafs -> 2024-08-01, 9:55PM EST"
"(HOME) E-Conf, M-Div, Brantford Bulldogs VS (AWAY) E-Conf, A-Div, New York Islanders -> 2024-08-01, 9:55PM EST"
"(HOME) W-Conf, C-Div, Cincinnati Cyclones VS (AWAY) W-Conf, P-Div, Edmonton Oilers -> 2024-08-01, 9:55PM EST"
"(HOME) W-Conf, C-Div, Winnipeg Jets VS (AWAY) W-Conf, C-Div, Atlanta Flames -> 2024-08-01, 9:55PM EST"
"(HOME) E-Conf, A-Div, Boston Bruins VS (AWAY) E-Conf, M-Div, Florida Panthers -> 2024-08-01, 9:55PM EST"
"(HOME) W-Conf, C-Div, Toledo Walleye VS (AWAY) E-Conf, A-Div, Philadelphia Flyers -> 2024-08-01, 9:55PM EST"
"(HOME) W-Conf, C-Div, Fort Wayne Komets VS (AWAY) W-Conf, C-Div, Iowa Heartlanders -> 2024-08-01, 9:55PM EST"
"(HOME) E-Conf, M-Div, Columbus Blue Jackets VS (AWAY) W-Conf, P-Div, Seattle Kraken -> 2024-08-01, 9:55PM EST"
"(HOME) E-Conf, A-Div, Buffalo Sabers VS (AWAY) E-Conf, M-Div, Windsor Spitfires -> 2024-08-01, 9:55PM EST"
"(HOME) W-Conf, P-Div, San Jose Sharks VS (AWAY) W-Conf, P-Div, Vancouver Canucks -> 2024-08-01, 9:55PM EST"
"(HOME) W-Conf, C-Div, St.Louis Blues VS (AWAY) E-Conf, M-Div, Toronto Marlies -> 2024-08-01, 9:55PM EST"
"(HOME) W-Conf, C-Div, Wichita Thunder VS (AWAY) W-Conf, P-Div, Utah Grizzlies -> 2024-08-01, 9:55PM EST"
"(HOME) E-Conf, A-Div, New Jersey Devils VS (AWAY) E-Conf, A-Div, Carolina Hurricanes -> 2024-08-01, 9:55PM EST"
"(HOME) W-Conf, C-Div, Dallas Stars VS (AWAY) E-Conf, A-Div, Quebec Nordiques -> 2024-08-01, 9:55PM EST"
"(HOME) W-Conf, C-Div, Chicago Blackhawks VS (AWAY) W-Conf, P-Div, Vegas Golden Knights -> 2024-08-01, 9:55PM EST"
"(HOME) W-Conf, P-Div, Colorado Avalanche VS (AWAY) W-Conf, P-Div, Los Angeles Kings -> 2024-08-01, 9:55PM EST"
"(HOME) E-Conf, M-Div, Jacksonville Icemen VS (AWAY) W-Conf, P-Div, Calgary Flames -> 2024-08-01, 9:55PM EST"
 
"(HOME) W-Conf, P-Div, Seattle Kraken VS (AWAY) E-Conf, M-Div, Jacksonville Icemen -> 2024-08-01, 10:35PM EST"
"(HOME) W-Conf, C-Div, Iowa Heartlanders VS (AWAY) W-Conf, C-Div, Dallas Stars -> 2024-08-01, 10:35PM EST"
"(HOME) E-Conf, A-Div, Quebec Nordiques VS (AWAY) E-Conf, M-Div, Columbus Blue Jackets -> 2024-08-01, 10:35PM EST"
"(HOME) E-Conf, A-Div, Montreal Canadiens VS (AWAY) E-Conf, A-Div, Buffalo Sabers -> 2024-08-01, 10:35PM EST"
"(HOME) W-Conf, P-Div, Vancouver Canucks VS (AWAY) W-Conf, C-Div, Fort Wayne Komets -> 2024-08-01, 10:35PM EST"
"(HOME) E-Conf, A-Div, Carolina Hurricanes VS (AWAY) E-Conf, M-Div, Savannah Ghost Pirates -> 2024-08-01, 10:35PM EST"
"(HOME) W-Conf, P-Div, Utah Grizzlies VS (AWAY) W-Conf, C-Div, Winnipeg Jets -> 2024-08-01, 10:35PM EST"
"(HOME) W-Conf, P-Div, Ontario Reign VS (AWAY) W-Conf, P-Div, Colorado Avalanche -> 2024-08-01, 10:35PM EST"
"(HOME) E-Conf, M-Div, Windsor Spitfires VS (AWAY) W-Conf, P-Div, San Jose Sharks -> 2024-08-01, 10:35PM EST"
"(HOME) W-Conf, P-Div, Edmonton Oilers VS (AWAY) E-Conf, A-Div, Boston Bruins -> 2024-08-01, 10:35PM EST"
"(HOME) E-Conf, A-Div, Philadelphia Flyers VS (AWAY) E-Conf, A-Div, New Jersey Devils -> 2024-08-01, 10:35PM EST"
"(HOME) E-Conf, M-Div, Toronto Marlies VS (AWAY) W-Conf, C-Div, Toledo Walleye -> 2024-08-01, 10:35PM EST"
"(HOME) E-Conf, M-Div, London Knights VS (AWAY) E-Conf, M-Div, Brantford Bulldogs -> 2024-08-01, 10:35PM EST"
"(HOME) W-Conf, P-Div, Calgary Flames VS (AWAY) W-Conf, C-Div, Wichita Thunder -> 2024-08-01, 10:35PM EST"
"(HOME) E-Conf, M-Div, Florida Panthers VS (AWAY) W-Conf, C-Div, St.Louis Blues -> 2024-08-01, 10:35PM EST"
"(HOME) W-Conf, P-Div, Los Angeles Kings VS (AWAY) E-Conf, A-Div, Niagara Icedogs -> 2024-08-01, 10:35PM EST"
"(HOME) W-Conf, C-Div, Atlanta Flames VS (AWAY) W-Conf, C-Div, Chicago Blackhawks -> 2024-08-01, 10:35PM EST"
"(HOME) W-Conf, P-Div, Vegas Golden Knights VS (AWAY) W-Conf, C-Div, Cincinnati Cyclones -> 2024-08-01, 10:35PM EST"
"(HOME) E-Conf, A-Div, New York Islanders VS (AWAY) E-Conf, M-Div, Detroit Red Wings -> 2024-08-01, 10:35PM EST"
"(HOME) E-Conf, A-Div, Toronto Maple Leafs VS (AWAY) E-Conf, M-Div, Tampa Bay Lightning -> 2024-08-01, 10:35PM EST"
 
====================================================================================================
 
"(HOME) E-Conf, M-Div, Jacksonville Icemen VS (AWAY) E-Conf, M-Div, Brantford Bulldogs -> 2024-08-04, 9:55PM EST"
"(HOME) W-Conf, C-Div, Dallas Stars VS (AWAY) E-Conf, A-Div, New York Islanders -> 2024-08-04, 9:55PM EST"
"(HOME) W-Conf, P-Div, Colorado Avalanche VS (AWAY) W-Conf, P-Div, Vegas Golden Knights -> 2024-08-04, 9:55PM EST"
"(HOME) E-Conf, M-Div, Florida Panthers VS (AWAY) W-Conf, C-Div, Chicago Blackhawks -> 2024-08-04, 9:55PM EST"
"(HOME) W-Conf, P-Div, Utah Grizzlies VS (AWAY) E-Conf, A-Div, New Jersey Devils -> 2024-08-04, 9:55PM EST"
"(HOME) E-Conf, A-Div, Toronto Maple Leafs VS (AWAY) E-Conf, A-Div, Quebec Nordiques -> 2024-08-04, 9:55PM EST"
"(HOME) W-Conf, C-Div, Wichita Thunder VS (AWAY) W-Conf, P-Div, Edmonton Oilers -> 2024-08-04, 9:55PM EST"
"(HOME) W-Conf, C-Div, Fort Wayne Komets VS (AWAY) E-Conf, M-Div, Detroit Red Wings -> 2024-08-04, 9:55PM EST"
"(HOME) W-Conf, P-Div, San Jose Sharks VS (AWAY) W-Conf, P-Div, Vancouver Canucks -> 2024-08-04, 9:55PM EST"
"(HOME) E-Conf, A-Div, Carolina Hurricanes VS (AWAY) E-Conf, M-Div, Toronto Marlies -> 2024-08-04, 9:55PM EST"
"(HOME) W-Conf, C-Div, Winnipeg Jets VS (AWAY) W-Conf, P-Div, Calgary Flames -> 2024-08-04, 9:55PM EST"
"(HOME) E-Conf, M-Div, Columbus Blue Jackets VS (AWAY) E-Conf, M-Div, Windsor Spitfires -> 2024-08-04, 9:55PM EST"
"(HOME) E-Conf, A-Div, Boston Bruins VS (AWAY) W-Conf, C-Div, Atlanta Flames -> 2024-08-04, 9:55PM EST"
"(HOME) E-Conf, A-Div, Buffalo Sabers VS (AWAY) E-Conf, M-Div, Savannah Ghost Pirates -> 2024-08-04, 9:55PM EST"
"(HOME) W-Conf, P-Div, Seattle Kraken VS (AWAY) W-Conf, P-Div, Ontario Reign -> 2024-08-04, 9:55PM EST"
"(HOME) E-Conf, A-Div, Montreal Canadiens VS (AWAY) E-Conf, A-Div, Philadelphia Flyers -> 2024-08-04, 9:55PM EST"
"(HOME) E-Conf, M-Div, Tampa Bay Lightning VS (AWAY) W-Conf, C-Div, Iowa Heartlanders -> 2024-08-04, 9:55PM EST"
"(HOME) W-Conf, P-Div, Los Angeles Kings VS (AWAY) W-Conf, C-Div, Cincinnati Cyclones -> 2024-08-04, 9:55PM EST"
"(HOME) E-Conf, A-Div, Niagara Icedogs VS (AWAY) W-Conf, C-Div, Toledo Walleye -> 2024-08-04, 9:55PM EST"
"(HOME) W-Conf, C-Div, St.Louis Blues VS (AWAY) E-Conf, M-Div, London Knights -> 2024-08-04, 9:55PM EST"
 
"(HOME) E-Conf, A-Div, Quebec Nordiques VS (AWAY) E-Conf, A-Div, Carolina Hurricanes -> 2024-08-04, 10:35PM EST"
"(HOME) W-Conf, C-Div, Toledo Walleye VS (AWAY) W-Conf, P-Div, Utah Grizzlies -> 2024-08-04, 10:35PM EST"
"(HOME) E-Conf, M-Div, Windsor Spitfires VS (AWAY) W-Conf, P-Div, Los Angeles Kings -> 2024-08-04, 10:35PM EST"
"(HOME) E-Conf, M-Div, London Knights VS (AWAY) E-Conf, M-Div, Tampa Bay Lightning -> 2024-08-04, 10:35PM EST"
"(HOME) W-Conf, P-Div, Ontario Reign VS (AWAY) W-Conf, C-Div, Winnipeg Jets -> 2024-08-04, 10:35PM EST"
"(HOME) E-Conf, A-Div, Philadelphia Flyers VS (AWAY) W-Conf, P-Div, San Jose Sharks -> 2024-08-04, 10:35PM EST"
"(HOME) W-Conf, C-Div, Atlanta Flames VS (AWAY) W-Conf, C-Div, Wichita Thunder -> 2024-08-04, 10:35PM EST"
"(HOME) W-Conf, P-Div, Vancouver Canucks VS (AWAY) W-Conf, C-Div, St.Louis Blues -> 2024-08-04, 10:35PM EST"
"(HOME) W-Conf, P-Div, Calgary Flames VS (AWAY) E-Conf, A-Div, Montreal Canadiens -> 2024-08-04, 10:35PM EST"
"(HOME) E-Conf, A-Div, New York Islanders VS (AWAY) E-Conf, A-Div, Niagara Icedogs -> 2024-08-04, 10:35PM EST"
"(HOME) E-Conf, M-Div, Brantford Bulldogs VS (AWAY) E-Conf, A-Div, Toronto Maple Leafs -> 2024-08-04, 10:35PM EST"
"(HOME) W-Conf, P-Div, Vegas Golden Knights VS (AWAY) W-Conf, C-Div, Fort Wayne Komets -> 2024-08-04, 10:35PM EST"
"(HOME) E-Conf, M-Div, Detroit Red Wings VS (AWAY) E-Conf, M-Div, Columbus Blue Jackets -> 2024-08-04, 10:35PM EST"
"(HOME) E-Conf, M-Div, Savannah Ghost Pirates VS (AWAY) W-Conf, P-Div, Colorado Avalanche -> 2024-08-04, 10:35PM EST"
"(HOME) E-Conf, A-Div, New Jersey Devils VS (AWAY) E-Conf, A-Div, Buffalo Sabers -> 2024-08-04, 10:35PM EST"
"(HOME) W-Conf, C-Div, Iowa Heartlanders VS (AWAY) W-Conf, P-Div, Seattle Kraken -> 2024-08-04, 10:35PM EST"
"(HOME) W-Conf, P-Div, Edmonton Oilers VS (AWAY) W-Conf, C-Div, Dallas Stars -> 2024-08-04, 10:35PM EST"
"(HOME) W-Conf, C-Div, Chicago Blackhawks VS (AWAY) E-Conf, A-Div, Boston Bruins -> 2024-08-04, 10:35PM EST"
"(HOME) E-Conf, M-Div, Toronto Marlies VS (AWAY) E-Conf, M-Div, Florida Panthers -> 2024-08-04, 10:35PM EST"
"(HOME) W-Conf, C-Div, Cincinnati Cyclones VS (AWAY) E-Conf, M-Div, Jacksonville Icemen -> 2024-08-04, 10:35PM EST"
 
====================================================================================================
 
"(HOME) W-Conf, P-Div, Calgary Flames VS (AWAY) E-Conf, M-Div, London Knights -> 2024-08-05, 9:55PM EST"
"(HOME) E-Conf, A-Div, Carolina Hurricanes VS (AWAY) E-Conf, A-Div, New Jersey Devils -> 2024-08-05, 9:55PM EST"
"(HOME) E-Conf, M-Div, Jacksonville Icemen VS (AWAY) E-Conf, A-Div, Quebec Nordiques -> 2024-08-05, 9:55PM EST"
"(HOME) W-Conf, C-Div, Fort Wayne Komets VS (AWAY) E-Conf, A-Div, Boston Bruins -> 2024-08-05, 9:55PM EST"
"(HOME) E-Conf, A-Div, Toronto Maple Leafs VS (AWAY) E-Conf, A-Div, Niagara Icedogs -> 2024-08-05, 9:55PM EST"
"(HOME) W-Conf, P-Div, Colorado Avalanche VS (AWAY) W-Conf, C-Div, Wichita Thunder -> 2024-08-05, 9:55PM EST"
"(HOME) W-Conf, P-Div, Ontario Reign VS (AWAY) W-Conf, C-Div, Cincinnati Cyclones -> 2024-08-05, 9:55PM EST"
"(HOME) W-Conf, C-Div, Winnipeg Jets VS (AWAY) W-Conf, C-Div, St.Louis Blues -> 2024-08-05, 9:55PM EST"
"(HOME) E-Conf, A-Div, New York Islanders VS (AWAY) E-Conf, M-Div, Florida Panthers -> 2024-08-05, 9:55PM EST"
"(HOME) E-Conf, M-Div, Tampa Bay Lightning VS (AWAY) E-Conf, M-Div, Windsor Spitfires -> 2024-08-05, 9:55PM EST"
"(HOME) W-Conf, C-Div, Atlanta Flames VS (AWAY) E-Conf, M-Div, Toronto Marlies -> 2024-08-05, 9:55PM EST"
"(HOME) E-Conf, M-Div, Columbus Blue Jackets VS (AWAY) W-Conf, C-Div, Dallas Stars -> 2024-08-05, 9:55PM EST"
"(HOME) E-Conf, M-Div, Savannah Ghost Pirates VS (AWAY) W-Conf, P-Div, San Jose Sharks -> 2024-08-05, 9:55PM EST"
"(HOME) W-Conf, C-Div, Iowa Heartlanders VS (AWAY) W-Conf, C-Div, Toledo Walleye -> 2024-08-05, 9:55PM EST"
"(HOME) E-Conf, A-Div, Montreal Canadiens VS (AWAY) E-Conf, M-Div, Detroit Red Wings -> 2024-08-05, 9:55PM EST"
"(HOME) W-Conf, P-Div, Vancouver Canucks VS (AWAY) W-Conf, P-Div, Los Angeles Kings -> 2024-08-05, 9:55PM EST"
"(HOME) W-Conf, P-Div, Vegas Golden Knights VS (AWAY) W-Conf, C-Div, Chicago Blackhawks -> 2024-08-05, 9:55PM EST"
"(HOME) W-Conf, P-Div, Utah Grizzlies VS (AWAY) E-Conf, M-Div, Brantford Bulldogs -> 2024-08-05, 9:55PM EST"
"(HOME) W-Conf, P-Div, Edmonton Oilers VS (AWAY) E-Conf, A-Div, Buffalo Sabers -> 2024-08-05, 9:55PM EST"
"(HOME) W-Conf, P-Div, Seattle Kraken VS (AWAY) E-Conf, A-Div, Philadelphia Flyers -> 2024-08-05, 9:55PM EST"
 
"(HOME) W-Conf, C-Div, Toledo Walleye VS (AWAY) W-Conf, C-Div, Atlanta Flames -> 2024-08-05, 10:35PM EST"
"(HOME) E-Conf, M-Div, Detroit Red Wings VS (AWAY) E-Conf, A-Div, Carolina Hurricanes -> 2024-08-05, 10:35PM EST"
"(HOME) W-Conf, P-Div, San Jose Sharks VS (AWAY) W-Conf, P-Div, Vancouver Canucks -> 2024-08-05, 10:35PM EST"
"(HOME) E-Conf, M-Div, Toronto Marlies VS (AWAY) E-Conf, A-Div, New York Islanders -> 2024-08-05, 10:35PM EST"
"(HOME) W-Conf, P-Div, Los Angeles Kings VS (AWAY) W-Conf, P-Div, Calgary Flames -> 2024-08-05, 10:35PM EST"
"(HOME) E-Conf, M-Div, London Knights VS (AWAY) E-Conf, A-Div, Toronto Maple Leafs -> 2024-08-05, 10:35PM EST"
"(HOME) E-Conf, A-Div, Philadelphia Flyers VS (AWAY) E-Conf, M-Div, Savannah Ghost Pirates -> 2024-08-05, 10:35PM EST"
"(HOME) E-Conf, A-Div, Niagara Icedogs VS (AWAY) W-Conf, P-Div, Colorado Avalanche -> 2024-08-05, 10:35PM EST"
"(HOME) E-Conf, A-Div, Quebec Nordiques VS (AWAY) E-Conf, A-Div, Montreal Canadiens -> 2024-08-05, 10:35PM EST"
"(HOME) W-Conf, C-Div, Cincinnati Cyclones VS (AWAY) W-Conf, P-Div, Utah Grizzlies -> 2024-08-05, 10:35PM EST"
"(HOME) W-Conf, C-Div, Dallas Stars VS (AWAY) W-Conf, P-Div, Edmonton Oilers -> 2024-08-05, 10:35PM EST"
"(HOME) W-Conf, C-Div, Wichita Thunder VS (AWAY) W-Conf, C-Div, Winnipeg Jets -> 2024-08-05, 10:35PM EST"
"(HOME) E-Conf, A-Div, Buffalo Sabers VS (AWAY) E-Conf, M-Div, Tampa Bay Lightning -> 2024-08-05, 10:35PM EST"
"(HOME) E-Conf, A-Div, Boston Bruins VS (AWAY) W-Conf, P-Div, Vegas Golden Knights -> 2024-08-05, 10:35PM EST"
"(HOME) E-Conf, M-Div, Windsor Spitfires VS (AWAY) E-Conf, M-Div, Jacksonville Icemen -> 2024-08-05, 10:35PM EST"
"(HOME) E-Conf, M-Div, Brantford Bulldogs VS (AWAY) W-Conf, C-Div, Iowa Heartlanders -> 2024-08-05, 10:35PM EST"
"(HOME) E-Conf, A-Div, New Jersey Devils VS (AWAY) W-Conf, P-Div, Ontario Reign -> 2024-08-05, 10:35PM EST"
"(HOME) E-Conf, M-Div, Florida Panthers VS (AWAY) E-Conf, M-Div, Columbus Blue Jackets -> 2024-08-05, 10:35PM EST"
"(HOME) W-Conf, C-Div, Chicago Blackhawks VS (AWAY) W-Conf, P-Div, Seattle Kraken -> 2024-08-05, 10:35PM EST"
"(HOME) W-Conf, C-Div, St.Louis Blues VS (AWAY) W-Conf, C-Div, Fort Wayne Komets -> 2024-08-05, 10:35PM EST"
 
====================================================================================================
 
"(HOME) E-Conf, A-Div, New York Islanders VS (AWAY) E-Conf, M-Div, Columbus Blue Jackets -> 2024-08-06, 9:55PM EST"
"(HOME) W-Conf, P-Div, Vancouver Canucks VS (AWAY) E-Conf, M-Div, Savannah Ghost Pirates -> 2024-08-06, 9:55PM EST"
"(HOME) E-Conf, A-Div, Montreal Canadiens VS (AWAY) E-Conf, A-Div, New Jersey Devils -> 2024-08-06, 9:55PM EST"
"(HOME) E-Conf, A-Div, Niagara Icedogs VS (AWAY) E-Conf, A-Div, Buffalo Sabers -> 2024-08-06, 9:55PM EST"
"(HOME) W-Conf, C-Div, Winnipeg Jets VS (AWAY) W-Conf, P-Div, Utah Grizzlies -> 2024-08-06, 9:55PM EST"
"(HOME) W-Conf, P-Div, Seattle Kraken VS (AWAY) E-Conf, M-Div, London Knights -> 2024-08-06, 9:55PM EST"
"(HOME) W-Conf, P-Div, Edmonton Oilers VS (AWAY) W-Conf, P-Div, Ontario Reign -> 2024-08-06, 9:55PM EST"
"(HOME) W-Conf, P-Div, Calgary Flames VS (AWAY) E-Conf, A-Div, Carolina Hurricanes -> 2024-08-06, 9:55PM EST"
"(HOME) E-Conf, M-Div, Detroit Red Wings VS (AWAY) E-Conf, M-Div, Windsor Spitfires -> 2024-08-06, 9:55PM EST"
"(HOME) W-Conf, P-Div, Vegas Golden Knights VS (AWAY) W-Conf, C-Div, Dallas Stars -> 2024-08-06, 9:55PM EST"
"(HOME) W-Conf, C-Div, St.Louis Blues VS (AWAY) W-Conf, C-Div, Toledo Walleye -> 2024-08-06, 9:55PM EST"
"(HOME) E-Conf, M-Div, Florida Panthers VS (AWAY) E-Conf, A-Div, Toronto Maple Leafs -> 2024-08-06, 9:55PM EST"
"(HOME) E-Conf, A-Div, Philadelphia Flyers VS (AWAY) E-Conf, M-Div, Toronto Marlies -> 2024-08-06, 9:55PM EST"
"(HOME) W-Conf, C-Div, Atlanta Flames VS (AWAY) W-Conf, P-Div, Colorado Avalanche -> 2024-08-06, 9:55PM EST"
"(HOME) W-Conf, C-Div, Iowa Heartlanders VS (AWAY) W-Conf, C-Div, Cincinnati Cyclones -> 2024-08-06, 9:55PM EST"
"(HOME) E-Conf, A-Div, Boston Bruins VS (AWAY) E-Conf, M-Div, Brantford Bulldogs -> 2024-08-06, 9:55PM EST"
"(HOME) E-Conf, M-Div, Tampa Bay Lightning VS (AWAY) W-Conf, C-Div, Chicago Blackhawks -> 2024-08-06, 9:55PM EST"
"(HOME) E-Conf, M-Div, Jacksonville Icemen VS (AWAY) W-Conf, C-Div, Wichita Thunder -> 2024-08-06, 9:55PM EST"
"(HOME) W-Conf, P-Div, San Jose Sharks VS (AWAY) W-Conf, P-Div, Los Angeles Kings -> 2024-08-06, 9:55PM EST"
"(HOME) E-Conf, A-Div, Quebec Nordiques VS (AWAY) W-Conf, C-Div, Fort Wayne Komets -> 2024-08-06, 9:55PM EST"
 
"(HOME) E-Conf, M-Div, Columbus Blue Jackets VS (AWAY) W-Conf, P-Div, Vegas Golden Knights -> 2024-08-06, 10:35PM EST"
"(HOME) W-Conf, C-Div, Toledo Walleye VS (AWAY) W-Conf, P-Div, San Jose Sharks -> 2024-08-06, 10:35PM EST"
"(HOME) W-Conf, P-Div, Utah Grizzlies VS (AWAY) E-Conf, A-Div, Niagara Icedogs -> 2024-08-06, 10:35PM EST"
"(HOME) W-Conf, P-Div, Ontario Reign VS (AWAY) W-Conf, P-Div, Seattle Kraken -> 2024-08-06, 10:35PM EST"
"(HOME) E-Conf, M-Div, Savannah Ghost Pirates VS (AWAY) E-Conf, A-Div, Philadelphia Flyers -> 2024-08-06, 10:35PM EST"
"(HOME) W-Conf, C-Div, Cincinnati Cyclones VS (AWAY) W-Conf, C-Div, Atlanta Flames -> 2024-08-06, 10:35PM EST"
"(HOME) W-Conf, C-Div, Wichita Thunder VS (AWAY) W-Conf, P-Div, Edmonton Oilers -> 2024-08-06, 10:35PM EST"
"(HOME) W-Conf, C-Div, Dallas Stars VS (AWAY) E-Conf, A-Div, New York Islanders -> 2024-08-06, 10:35PM EST"
"(HOME) W-Conf, P-Div, Los Angeles Kings VS (AWAY) W-Conf, P-Div, Vancouver Canucks -> 2024-08-06, 10:35PM EST"
"(HOME) E-Conf, M-Div, Brantford Bulldogs VS (AWAY) W-Conf, C-Div, St.Louis Blues -> 2024-08-06, 10:35PM EST"
"(HOME) W-Conf, C-Div, Chicago Blackhawks VS (AWAY) W-Conf, C-Div, Iowa Heartlanders -> 2024-08-06, 10:35PM EST"
"(HOME) E-Conf, M-Div, London Knights VS (AWAY) E-Conf, M-Div, Jacksonville Icemen -> 2024-08-06, 10:35PM EST"
"(HOME) W-Conf, P-Div, Colorado Avalanche VS (AWAY) E-Conf, A-Div, Boston Bruins -> 2024-08-06, 10:35PM EST"
"(HOME) E-Conf, A-Div, New Jersey Devils VS (AWAY) E-Conf, M-Div, Detroit Red Wings -> 2024-08-06, 10:35PM EST"
"(HOME) E-Conf, A-Div, Buffalo Sabers VS (AWAY) E-Conf, M-Div, Tampa Bay Lightning -> 2024-08-06, 10:35PM EST"
"(HOME) W-Conf, C-Div, Fort Wayne Komets VS (AWAY) E-Conf, A-Div, Montreal Canadiens -> 2024-08-06, 10:35PM EST"
"(HOME) E-Conf, M-Div, Toronto Marlies VS (AWAY) W-Conf, P-Div, Calgary Flames -> 2024-08-06, 10:35PM EST"
"(HOME) E-Conf, M-Div, Windsor Spitfires VS (AWAY) E-Conf, M-Div, Florida Panthers -> 2024-08-06, 10:35PM EST"
"(HOME) E-Conf, A-Div, Carolina Hurricanes VS (AWAY) E-Conf, A-Div, Quebec Nordiques -> 2024-08-06, 10:35PM EST"
"(HOME) E-Conf, A-Div, Toronto Maple Leafs VS (AWAY) W-Conf, C-Div, Winnipeg Jets -> 2024-08-06, 10:35PM EST"
 
====================================================================================================
 
"(HOME) E-Conf, A-Div, Quebec Nordiques VS (AWAY) E-Conf, M-Div, Jacksonville Icemen -> 2024-08-07, 9:55PM EST"
"(HOME) W-Conf, P-Div, Vancouver Canucks VS (AWAY) W-Conf, P-Div, Colorado Avalanche -> 2024-08-07, 9:55PM EST"
"(HOME) W-Conf, C-Div, Atlanta Flames VS (AWAY) W-Conf, P-Div, Calgary Flames -> 2024-08-07, 9:55PM EST"
"(HOME) E-Conf, A-Div, Philadelphia Flyers VS (AWAY) W-Conf, C-Div, Chicago Blackhawks -> 2024-08-07, 9:55PM EST"
"(HOME) W-Conf, P-Div, Seattle Kraken VS (AWAY) E-Conf, M-Div, London Knights -> 2024-08-07, 9:55PM EST"
"(HOME) E-Conf, A-Div, Montreal Canadiens VS (AWAY) E-Conf, M-Div, Savannah Ghost Pirates -> 2024-08-07, 9:55PM EST"
"(HOME) W-Conf, P-Div, Los Angeles Kings VS (AWAY) E-Conf, M-Div, Brantford Bulldogs -> 2024-08-07, 9:55PM EST"
"(HOME) W-Conf, P-Div, Ontario Reign VS (AWAY) W-Conf, P-Div, Utah Grizzlies -> 2024-08-07, 9:55PM EST"
"(HOME) W-Conf, P-Div, San Jose Sharks VS (AWAY) W-Conf, C-Div, Winnipeg Jets -> 2024-08-07, 9:55PM EST"
"(HOME) E-Conf, A-Div, Niagara Icedogs VS (AWAY) W-Conf, P-Div, Vegas Golden Knights -> 2024-08-07, 9:55PM EST"
"(HOME) E-Conf, M-Div, Columbus Blue Jackets VS (AWAY) W-Conf, C-Div, Toledo Walleye -> 2024-08-07, 9:55PM EST"
"(HOME) W-Conf, C-Div, Cincinnati Cyclones VS (AWAY) W-Conf, C-Div, Dallas Stars -> 2024-08-07, 9:55PM EST"
"(HOME) E-Conf, A-Div, New York Islanders VS (AWAY) E-Conf, M-Div, Detroit Red Wings -> 2024-08-07, 9:55PM EST"
"(HOME) E-Conf, A-Div, New Jersey Devils VS (AWAY) E-Conf, M-Div, Tampa Bay Lightning -> 2024-08-07, 9:55PM EST"
"(HOME) E-Conf, M-Div, Windsor Spitfires VS (AWAY) E-Conf, M-Div, Toronto Marlies -> 2024-08-07, 9:55PM EST"
